"ocupacao_codigo","ocupacao_nome","ocupacao_nivel_superior","Ano","Trimestre","periodo","peso_total_ocupados_ocupacao","registros_total_ocupados_ocupacao","peso_universo_superior_completo_classificado_ocupacao","registros_universo_superior_completo_classificado_ocupacao","peso_sobreeducados","registros_sobreeducados","percentual_sobreeducados_no_total_ocupados_ocupacao","percentual_sobreeducados_entre_superior_completo_classificado_ocupacao","peso_sobreeducados_total_periodo","participacao_da_ocupacao_no_total_sobreeducados_periodo","registros_com_ocupacao_e_peso_valido","registros_com_rendimento_habitual","rendimento_habitual_medio_ponderado","registros_com_rendimento_efetivo","rendimento_efetivo_medio_ponderado"
"2341","Professores do ensino fundamental",1,2025,4,"2025-T4",1609950.7613066,3890,1488566.37369954,3539,0,0,0,0,13434052.8383617,0,3890,3889,4656.09196194945,3879,4844.11840507209
"2342","Professores do ensino pré-escolar",1,2025,4,"2025-T4",853334.88813166,1786,724306.09632851,1490,0,0,0,0,13434052.8383617,0,1786,1785,3737.54117831865,1783,3927.99712330962
"2351","Especialistas em métodos pedagógicos",1,2025,4,"2025-T4",387514.07191283,867,359466.83474847,810,0,0,0,0,13434052.8383617,0,867,867,5462.17498844241,861,5739.01104059369
"2352","Educadores para necessidades especiais",1,2025,4,"2025-T4",42367.35977887,89,34157.6029061,74,0,0,0,0,13434052.8383617,0,89,89,4103.92142140927,89,4246.44805290876
"2359","Profissionais de ensino não classificados anteriormente",1,2025,4,"2025-T4",208073.10886102,463,90828.71457652,214,0,0,0,0,13434052.8383617,0,463,458,2295.68051692381,453,2300.15907301413
"2411","Contadores",1,2025,4,"2025-T4",587939.0999252,1198,587939.0999252,1198,0,0,0,0,13434052.8383617,0,1198,1193,7966.38361878801,1185,8352.06984801408
"2412","Assessores financeiros e em investimentos",1,2025,4,"2025-T4",39964.20919116,73,39964.20919116,73,0,0,0,0,13434052.8383617,0,73,73,12769.2812173905,73,12541.5987570363
"2413","Analistas financeiros",1,2025,4,"2025-T4",236910.66926264,313,236910.66926264,313,0,0,0,0,13434052.8383617,0,313,312,7271.6181030532,312,7845.84553497899
"2421","Analistas de gestão e administração",1,2025,4,"2025-T4",555789.545641,906,555789.545641,906,0,0,0,0,13434052.8383617,0,906,902,9518.88131371356,891,10485.5758809824
"2422","Especialistas em políticas de administração",1,2025,4,"2025-T4",3727.38654993,7,3727.38654993,7,0,0,0,0,13434052.8383617,0,7,7,11368.6760343761,7,12957.9897040735
"2423","Especialistas em políticas e serviços de pessoal e afins",1,2025,4,"2025-T4",262492.15825307,429,206678.48665131,334,0,0,0,0,13434052.8383617,0,429,429,4946.47176376222,427,5341.0243252752
"2424","Especialistas em formação de pessoal",1,2025,4,"2025-T4",23230.01094316,33,18286.99808481,22,0,0,0,0,13434052.8383617,0,33,33,7394.19081906112,33,7407.49993806225
"2432","Profissionais de relações públicas",1,2025,4,"2025-T4",38758.25360054,77,27018.6077266,54,0,0,0,0,13434052.8383617,0,77,77,7265.35890641056,77,7863.85834490837
"2511","Analistas de sistemas",1,2025,4,"2025-T4",434087.05270275,652,434087.05270275,652,0,0,0,0,13434052.8383617,0,652,652,9570.06356665236,651,10050.2926649957
"2512","Desenvolvedores de programas e aplicativos (software)",1,2025,4,"2025-T4",230921.99325491,340,230921.99325491,340,0,0,0,0,13434052.8383617,0,340,340,10016.336412517,340,10730.9683881425
"2513","Desenvolvedores de páginas de internet (web) e multimídia",1,2025,4,"2025-T4",13735.14694173,19,13735.14694173,19,0,0,0,0,13434052.8383617,0,19,19,6463.22244690259,19,6244.43445934069
"2514","Programadores de aplicações",1,2025,4,"2025-T4",73395.75002824,130,73395.75002824,130,0,0,0,0,13434052.8383617,0,130,130,7263.23087967496,130,7632.34839575228
"2519","Desenvolvedores e analistas de programas e aplicativos (software) e multimídia não classificados anteriormente",1,2025,4,"2025-T4",23903.78361771,39,23903.78361771,39,0,0,0,0,13434052.8383617,0,39,39,9524.82326479621,38,9792.02587944872
"2521","Desenhistas e administradores de bases de dados",1,2025,4,"2025-T4",40766.22388376,59,40766.22388376,59,0,0,0,0,13434052.8383617,0,59,59,9339.02748681865,58,11317.3326900723
"2522","Administradores de sistemas",1,2025,4,"2025-T4",27720.76411121,39,27720.76411121,39,0,0,0,0,13434052.8383617,0,39,39,5775.10063795322,38,5873.44594067894
"2523","Profissionais em rede de computadores",1,2025,4,"2025-T4",10136.86733274,16,10136.86733274,16,0,0,0,0,13434052.8383617,0,16,16,7198.36203933116,16,7858.50774287054
"2529","Especialistas em base de dados e em redes de computadores não classificados anteriormente",1,2025,4,"2025-T4",11004.87156281,21,11004.87156281,21,0,0,0,0,13434052.8383617,0,21,21,9370.96269307698,20,9824.30620075701
"2611","Advogados e juristas",1,2025,4,"2025-T4",1099045.08663113,2050,1099045.08663113,2050,0,0,0,0,13434052.8383617,0,2050,2048,9467.6495437547,2034,9675.86250714174
"2619","Profissionais em direito não classificados anteriormente",1,2025,4,"2025-T4",178543.46335986,437,169497.87866381,420,0,0,0,0,13434052.8383617,0,437,435,12996.5307205728,434,13843.7018977606
"2621","Arquivologistas e curadores de museus",1,2025,4,"2025-T4",3413.46840165,6,3413.46840165,6,0,0,0,0,13434052.8383617,0,6,6,6240.22868355442,6,6240.22868355442
"2622","Bibliotecários, documentaristas e afins",1,2025,4,"2025-T4",23058.22484359,54,18012.52455164,43,0,0,0,0,13434052.8383617,0,54,54,5387.07759389737,54,5609.15028710709
"2631","Economistas",1,2025,4,"2025-T4",29375.45546933,49,29375.45546933,49,0,0,0,0,13434052.8383617,0,49,49,13606.2048590265,49,14195.7912707051
"2632","Sociólogos, antropólogos e afins",1,2025,4,"2025-T4",4742.77088218,13,4742.77088218,13,0,0,0,0,13434052.8383617,0,13,13,8542.89931236284,13,8614.91678034624
"2633","Filósofos, historiadores e especialistas em ciência política",1,2025,4,"2025-T4",443.43026442,2,443.43026442,2,0,0,0,0,13434052.8383617,0,2,2,2064.93196818142,2,2064.93196818142
"2634","Psicólogos",1,2025,4,"2025-T4",442435.48593827,842,442435.48593827,842,0,0,0,0,13434052.8383617,0,842,841,5882.2637771941,839,5805.19324439023
"2635","Assistentes sociais",1,2025,4,"2025-T4",148800.52668964,333,148800.52668964,333,0,0,0,0,13434052.8383617,0,333,332,5477.70622182299,330,5773.91805129009
"2642","Jornalistas",1,2025,4,"2025-T4",219775.11867136,411,127305.26176511,244,0,0,0,0,13434052.8383617,0,411,410,5204.18525711083,402,5480.34209640873
"3133","Controladores de instalações de processamento de produtos químicos",0,2025,4,"2025-T4",6056.06489169,7,0,0,0,0,0,NA,13434052.8383617,0,7,7,3291.61990424415,7,4616.51630095729
"3252","Técnicos em documentação sanitária",0,2025,4,"2025-T4",1969.19194816,2,0,0,0,0,0,NA,13434052.8383617,0,2,2,2947.92672626007,2,5427.19398886078
"3254","Técnicos em optometria e ópticos",0,2025,4,"2025-T4",227.04668837,1,0,0,0,0,0,NA,13434052.8383617,0,1,1,1520,1,1520
"4413","Codificadores de dados, revisores de provas de impressão e afins",0,2025,4,"2025-T4",1510.40239243,3,0,0,0,0,0,NA,13434052.8383617,0,3,3,3313.35942046843,3,4312.03445546571
"4414","Outros escreventes",0,2025,4,"2025-T4",4861.17993449,4,0,0,0,0,0,NA,13434052.8383617,0,4,4,3438.37404675613,4,3393.30823811443
"5162","Acompanhantes e criados particulares",0,2025,4,"2025-T4",6892.40840392,9,0,0,0,0,0,NA,13434052.8383617,0,9,8,1902.2991280843,7,1882.783328333
"5168","Trabalhadores do sexo",0,2025,4,"2025-T4",2348.09580567,3,0,0,0,0,0,NA,13434052.8383617,0,3,3,4016.39237715005,3,4016.39237715005
"6129","Outros criadores e trabalhadores qualificados da pecuária não classificados anteriormente",0,2025,4,"2025-T4",882.78839842,5,0,0,0,0,0,NA,13434052.8383617,0,5,3,2959.29150617641,3,3552.73269899601
"7114","Trabalhadores em cimento e concreto armado",0,2025,4,"2025-T4",23156.44217751,46,0,0,0,0,0,NA,13434052.8383617,0,46,45,2333.8570156554,43,2601.771709839
"7215","Aparelhadores e emendadores de cabos",0,2025,4,"2025-T4",471.05672139,2,0,0,0,0,0,NA,13434052.8383617,0,2,2,2049.93608487672,2,2591.62252568804
"7224","Polidores de metais e afiadores de ferramentas",0,2025,4,"2025-T4",22019.27077163,37,0,0,0,0,0,NA,13434052.8383617,0,37,37,2625.38721047899,35,2781.63741770699
"7521","Trabalhadores de tratamento e preparação da madeira",0,2025,4,"2025-T4",2120.63623147,6,0,0,0,0,0,NA,13434052.8383617,0,6,6,2142.23044761021,6,2331.22424648687
"7535","Trabalhadores qualificados do tratamento de couros e peles",0,2025,4,"2025-T4",8388.84328109,15,0,0,0,0,0,NA,13434052.8383617,0,15,15,2085.23295582808,15,2893.19905021748
"7542","Dinamitadores e detonadores",0,2025,4,"2025-T4",7300.00996871,17,0,0,0,0,0,NA,13434052.8383617,0,17,17,2485.16946094794,16,2686.14840403142
"8114","Operadores de máquinas para fabricar cimento, pedras e outros produtos minerais",0,2025,4,"2025-T4",27039.00222212,64,0,0,0,0,0,NA,13434052.8383617,0,64,63,2256.10072828907,62,2330.32045543943
"8155","Operadores de máquinas de processamento de couros e peles",0,2025,4,"2025-T4",2142.71229999,4,0,0,0,0,0,NA,13434052.8383617,0,4,4,2060.0282175507,4,2060.0282175507
"8159","Operadores de máquinas para fabricar produtos têxteis e artigos de couro e pele não classificados anteriormente",0,2025,4,"2025-T4",629.22734679,3,0,0,0,0,0,NA,13434052.8383617,0,3,3,1594.92097182482,3,2760.88340104167
"9123","Limpadores de janelas",0,2025,4,"2025-T4",5558.38470843,6,0,0,0,0,0,NA,13434052.8383617,0,6,6,1844.36553343421,6,1951.21787035347
"9214","Trabalhadores elementares da jardinagem e horticultura",0,2025,4,"2025-T4",95235.48604865,226,0,0,0,0,0,NA,13434052.8383617,0,226,177,1504.51327557705,170,1521.22762842899
"9311","Trabalhadores elementares de minas e pedreiras",0,2025,4,"2025-T4",33641.38724707,115,0,0,0,0,0,NA,13434052.8383617,0,115,115,2273.58779220416,109,2331.77362279914
"9312","Trabalhadores elementares de obras públicas e da manutenção de estradas, represas e similares",0,2025,4,"2025-T4",39539.80104095,89,0,0,0,0,0,NA,13434052.8383617,0,89,89,2055.39791394775,86,2162.95857854332
"9332","Condutores de veículos e máquinas de tração animal",0,2025,4,"2025-T4",14826.37132594,40,0,0,0,0,0,NA,13434052.8383617,0,40,39,972.1170688165,36,1062.24736045496
"9613","Varredores e afins",0,2025,4,"2025-T4",5106.62295078,10,0,0,0,0,0,NA,13434052.8383617,0,10,10,1733.20203221783,10,1756.43965651822
"9622","Pessoas que realizam várias tarefas",0,2025,4,"2025-T4",15534.62401132,31,0,0,0,0,0,NA,13434052.8383617,0,31,31,1024.66297697653,31,1058.16945953904
"9624","Carregadores de água e coletores de lenha",0,2025,4,"2025-T4",1195.9787255,4,0,0,0,0,0,NA,13434052.8383617,0,4,4,1049.99867427878,4,1214.19877319508
